X a:y(Car body) - Acceleration of point (-6 0 1) of body Car body relative to Base0  SC Base0  projection Y, a:z(Car body) - Acceleration of point (-6 0 1) of body Car body relative to Base0  SC Base0  projection Z,
0.32137501,0,0.33181345
0.32537499,0,0.17961445
0.33037499,0,0.028908815
0.335875,0,0.41088668
0.340875,0,0.019790621
0.34587499,0,-0.16864303
0.35087499,0,0.40313733
0.356875,0,0.13285156
0.36087501,0,0.38065231
0.36587501,0,0.20845146
0.37187499,0,0.14126676
0.375875,0,0.14337379
0.38187501,0,-0.0514329
0.38587499,0,-0.067328908
0.39087501,0,-0.090943359
0.395125,0,4.8604593
0.40037501,0,-0.33765909
0.405375,0,-0.42035639
0.410375,0,-0.48859522
0.41537499,0,-0.38356555
0.42037499,0,-0.26951367
0.42587501,0,-0.19629218
0.430875,0,-0.332607
0.435875,0,-0.19405472
0.44012499,0,-0.53560448
0.44512501,0,-0.62269396
0.45012501,0,-0.43885922
0.455125,0,-0.64469993
0.46112499,0,-0.53274727
0.46512499,0,-0.39035997
0.47112501,0,-0.26852387
0.47512501,0,-0.12482026
0.481125,0,0.024534391
0.48512501,0,0.098598421
0.49112499,0,0.091994181
0.495125,0,0.071170375
0.50012499,0,-0.0082198866
0.50512499,0,0.048824459
0.51012498,0,0.002694265
0.51612502,0,0.11521185
0.52012497,0,-1.2559056
0.52512503,0,0.18394051
0.53012502,0,0.52003306
0.53512502,0,0.66310906
0.54012501,0,0.32723308
0.54512501,0,0.63203502
0.550125,0,0.12096105
0.55562502,0,-0.0027641063
0.56062502,0,0.16439889
0.56562501,0,-0.30622822
0.57062501,0,-0.24687077
0.575625,0,0.022896541
0.580625,0,-0.22373465
0.58662498,0,-0.2204195
0.59062499,0,-0.24739408
0.59662497,0,-0.36880973
0.60062498,0,-0.39127627
0.60562497,0,-0.45480198
0.61062503,0,-0.34899333
0.615125,0,-0.68397343
0.620125,0,-0.71081972
0.62512499,0,0.56007147
0.63062501,0,-0.44598213
0.635625,0,-0.40588874
0.640625,0,-0.2461808
0.64512497,0,-0.097111344
0.65062499,0,-0.020971775
0.65512502,0,2.5912366
0.66062498,0,0.095830701
0.66562498,0,-0.070846856
0.67012501,0,-0.25852871
0.675125,0,0.11797959
0.680125,0,0.072203718
0.68512499,0,0.23184958
0.69012499,0,0.27683753
0.69562501,0,0.22970851
0.700625,0,0.36501038
0.70662498,0,0.26804847
0.71062499,0,0.27342561
0.71562499,0,0.18363631
0.72062498,0,-1.1271569
0.72562498,0,0.20522791
0.73012501,0,1.1032985
0.73512501,0,0.11691318
0.740125,0,-0.47000945
0.745125,0,0.065721147
0.75012499,0,-0.31038573
0.75612497,0,-0.12867069
0.76012498,0,-0.27272943
0.76512498,0,0.47884613
0.770625,0,-0.14752547
0.77562499,0,-0.39379686
0.78162497,0,-0.44364297
0.78562498,0,-0.33551124
0.79062498,0,0.42180121
0.79562497,0,-0.21244425
0.80062503,0,-0.27231485
0.80662501,0,-0.10886851
0.81062502,0,0.31290251
0.81562501,0,-0.087900162
0.82162499,0,-0.053324509
0.825625,0,-0.070739374
0.830625,0,0.43747231
0.83562499,0,-0.006662908
0.84162498,0,-0.0470654
0.84562498,0,0.55792123
0.85062498,0,0.081220828
0.85662502,0,0.012191737
0.86062503,0,0.27479079
0.86562502,0,0.12861109
0.87062502,0,0.24626394
0.87562501,0,0.068427272
0.88062501,0,0.014510037
0.885625,0,0.055117656
0.890625,0,0.038237259
0.895625,0,-0.11785059
0.90062499,0,-0.0045338827
0.90562499,0,-1.2259187
0.91062498,0,0.26126766
0.91562498,0,-0.41612411
0.92162502,0,0.27858132
0.92562503,0,-0.38861191
0.93062502,0,0.10147364
0.93562502,0,0.074466072
0.94012499,0,-0.41625258
0.94512498,0,0.0051293978
0.95012498,0,-0.016712645
0.95512497,0,-0.24835126
0.96112502,0,0.010411004
0.96512502,0,-0.086519592
0.97112501,0,0.076094121
0.97512501,0,0.063389391
0.98012501,0,-0.037000678
0.98562503,0,0.02861575
0.99062502,0,0.089285888
0.99562502,0,-0.017143272
1.0016249,0,0.0856838
1.005625,0,-0.04503686
1.0116251,0,0.018484415
1.015625,0,-0.014758324
1.020625,0,-0.082820386
1.025625,0,0.11653945
1.031625,0,0.13368371
1.035625,0,0.066181451
1.041625,0,0.1338768
1.045625,0,-0.07359194
1.050625,0,0.067986995
1.055625,0,-0.0012364443
1.060625,0,-0.16954339
1.065625,0,0.0087249633
1.0706249,0,0.043249652
1.0756249,0,-0.10967981
1.081625,0,0.013106304
1.0856251,0,-0.11943352
1.091625,0,0.00095445249
1.095625,0,-0.028849911
1.100625,0,-0.73973805
1.105625,0,0.18737809
1.110625,0,-0.1881745
1.115625,0,-0.15603422
1.1201251,0,0.19512346
1.1251251,0,-0.080796979
1.130125,0,-0.031180194
1.135125,0,0.12543312
1.141125,0,-0.007154061
1.145125,0,0.16318229
1.151125,0,-0.018172745
1.155125,0,0.08090768
1.1611249,0,0.015734803
1.165125,0,0.0050913189
1.1711251,0,-0.011379838
1.175125,0,0.27556828
1.180625,0,0.020723144
1.185625,0,0.097562447
1.190625,0,-0.027242344
1.1956249,0,0.055854917
1.201625,0,0.0024576911
1.2056251,0,0.021888956
1.211625,0,-0.0016066175
1.215625,0,-0.031389896
1.220125,0,-0.061987735
1.225125,0,-0.030533811
1.230125,0,-0.0080455821
1.2351249,0,-0.50960255
1.2401249,0,0.14931954
1.2451251,0,-0.13591449
1.2501251,0,0.04921262
1.256125,0,-0.023785643
1.260125,0,0.095879741
1.266125,0,0.011800641
1.270125,0,0.022281025
1.275125,0,0.052075412
1.280125,0,0.057027195
1.2861249,0,-0.09372972
1.290125,0,0.034368198
1.2961251,0,-0.0042362553
1.300125,0,0.03638583
1.305125,0,0.027137766
1.311125,0,-0.017052904
1.315125,0,0.17121276
1.320125,0,0.020881683
1.325125,0,0.022103162
1.330125,0,0.065684035
1.335125,0,-0.073730707
1.340125,0,0.10002574
1.345125,0,0.0059142802
1.351125,0,0.047782175
1.355125,0,-0.0085966829
1.361125,0,0.022198763
1.3651249,0,0.04867303
1.3701251,0,0.036546484
1.376125,0,-0.07226181
1.380125,0,0.029111527
1.386125,0,-0.034129705
1.390125,0,-0.03476109
1.396125,0,-0.063140981
1.400125,0,-0.40899563
1.405125,0,0.14416896
1.410625,0,0.25369409
1.415625,0,-0.21556041
1.420625,0,0.029408401
1.425625,0,0.024387319
1.431625,0,-0.027657678
1.435625,0,-0.031472147
1.441625,0,0.019757554
1.4456249,0,0.032977648
1.451625,0,0.0015513632
1.4556251,0,-0.0086464994
1.4606251,0,0.076471537
1.466625,0,0.026826255
1.470625,0,0.038978808
1.476625,0,0.060101949
1.480625,0,0.063432485
1.486625,0,-0.0041139312
1.490625,0,0.13842589
1.495625,0,0.039804138
1.500625,0,0.0042653433
1.505625,0,0.0251859
1.5116251,0,0.056254171
1.515625,0,-0.021027165
1.520625,0,-0.016058549
1.525625,0,-0.0062438441
1.530625,0,-0.038424708
1.536625,0,-0.042929437
1.540625,0,0.015318488
1.546625,0,-0.044496614
1.550125,0,-0.023743181
1.555125,0,-0.035377208
1.560125,0,-0.04634805
1.565125,0,-0.033217616
1.571125,0,-0.024340747
1.575125,0,-0.036383919
1.581125,0,-0.026055222
1.585125,0,-0.011817298
1.590125,0,-0.0060434998
1.595625,0,-0.0086816456
1.600625,0,0.015438586
1.605625,0,0.021391094
1.611625,0,0.013222898
1.615625,0,-0.0053854897
1.6216249,0,0.0087062391
1.625625,0,0.018844213
1.630125,0,0.042368691
1.635125,0,-0.027381387
1.640125,0,0.044115249
1.646125,0,0.063842364
1.650125,0,-0.0035141315
1.6561249,0,-0.026312251
1.660125,0,-0.088716522
1.665125,0,-0.13018329
1.670125,0,-0.071474366
1.675125,0,0.089356549
1.681125,0,0.043062352
1.685125,0,-0.017683683
1.690125,0,-0.0036775724
1.695125,0,-0.0089140423
1.700125,0,-0.010640576
1.706125,0,-0.029932844
1.710125,0,-0.10830661
1.715125,0,-0.045602378
1.720125,0,-0.018304013
1.725125,0,-0.013154086
1.731125,0,0.00052732817
1.7351249,0,0.062748931
1.7401249,0,-0.073833965
1.7451251,0,0.0019824626
1.7501251,0,-0.041140784
1.756125,0,0.01360798
1.760125,0,-0.012390307
1.766125,0,0.0061279652
1.770125,0,0.02057627
1.775625,0,0.06743113
1.780625,0,0.05484271
1.786625,0,0.027181581
1.790625,0,0.085190341
1.796625,0,0.075379856
1.800625,0,-0.026080813
1.805625,0,0.054369185
1.811625,0,-0.0045499131
1.815625,0,0.0042454083
1.821625,0,0.086176924
1.8256249,0,0.0058496604
1.8306251,0,-0.0026733002
1.836625,0,-0.012003368
1.840625,0,0.0086102998
1.846625,0,0.02442253
1.850625,0,0.031539645
1.855625,0,-0.030123562
1.861625,0,0.013665617
1.865625,0,-0.025428031
1.8716249,0,0.018095162
1.875625,0,-0.011847069
1.880625,0,-0.015181526
1.885625,0,-0.0065936702
1.890625,0,-0.016064599
1.896625,0,-0.0017153875
1.900625,0,0.041190255
1.905625,0,-0.031828023
1.910625,0,-0.00024440093
1.915625,0,0.0038985936
1.921625,0,0.013562628
1.925625,0,-0.002662404
1.930625,0,0.076803952
1.935625,0,-0.04069002
1.940625,0,-0.0036290346
1.946625,0,-0.016721644
1.9506249,0,0.029768139
1.956625,0,-0.042864133
1.9606251,0,-0.020806506
1.965625,0,0.026538819
1.970625,0,0.023353545
1.975625,0,0.029120276
1.981625,0,0.024759591
1.985625,0,0.012599576
1.990625,0,0.020826701
1.995625,0,0.013969688
2.0006249,0,0.0185277
2.0066249,0,0.0095408
2.0106249,0,0.0041254419
2.015625,0,0.0037041218
2.0206251,0,-0.0035895458
2.025625,0,-0.0095291883
2.031625,0,-0.036570355
2.035625,0,-0.047087789
2.0406251,0,-0.027158778
2.045625,0,-0.018872561
2.0506251,0,-0.018464291
2.0566249,0,-0.017296821
2.0606251,0,0.021065498
2.065625,0,0.054601062
2.0706251,0,-0.03381094
2.0756249,0,-0.029505074
2.081625,0,0.031090546
2.0856249,0,-0.068107203
2.090625,0,-0.07255213
2.0956249,0,0.0055924216
2.100625,0,-0.014018883
2.1066251,0,0.0001100564
2.110625,0,0.013590214
2.1156249,0,-0.029539805
2.120625,0,0.011494606
2.1256249,0,0.00075887941
2.1316249,0,0.002190497
2.1356249,0,0.026173877
2.1416249,0,0.041470569
2.1456251,0,0.0069661359
2.150625,0,0.010285947
2.156625,0,-0.0035307417
2.160625,0,0.026972521
2.1656251,0,-0.051012635
2.170625,0,0.033085078
2.1756251,0,-0.0056904596
2.1816249,0,-0.014126772
2.1856251,0,0.01665986
2.1916251,0,0.05456451
2.1956251,0,-0.014128415
2.2006249,0,-0.011839039
2.206625,0,-0.016215246
2.2106249,0,-0.024253484
2.216625,0,0.015082993
2.2206249,0,-0.029460639
2.225625,0,-0.024252992
2.2316251,0,-0.019704213
2.235625,0,-0.020290749
2.2416251,0,0.016825508
2.245625,0,0.0057706037
2.2506249,0,-0.021241428
2.2566249,0,-0.0057239551
2.2606249,0,-0.012995165
2.2666249,0,-0.042391494
2.2706251,0,0.017168431
2.275625,0,0.010021739
2.2806251,0,0.0087748943
2.2866249,0,0.018709075
2.2906251,0,0.017002573
2.295625,0,0.052605532
2.3006251,0,0.034424394
2.305625,0,0.026481953
2.311625,0,0.027488444
2.315625,0,0.022468051
2.321625,0,-0.047280204
2.3256249,0,0.029345378
2.3306251,0,0.0035872986
2.3366251,0,-0.05714865
2.340625,0,0.037186235
2.3466251,0,0.064538442
2.350625,0,-0.11397426
2.3556249,0,0.01981608
2.361625,0,-0.11858963
2.3656249,0,0.023533015
2.3716249,0,0.085101455
2.3756249,0,-0.067923293
2.380625,0,-0.041560881
2.3856249,0,0.010850093
2.390625,0,-0.030135505
2.396625,0,-0.077670664
2.400625,0,0.050360549
2.4056251,0,-0.0071269162
2.4116249,0,-0.007432811
2.4156251,0,-0.00081259938
2.4216249,0,-0.021578692
2.4256251,0,-0.099203318
2.430125,0,0.060052671
2.4351251,0,0.023091195
2.440125,0,0.080286041
2.4451251,0,0.017209819
2.450125,0,0.084279522
2.456125,0,0.06184034
2.460125,0,0.082805581
2.4651251,0,0.019573672
2.4711249,0,0.047259521
2.4751251,0,0.032725301
2.4811251,0,0.028709786
2.4851251,0,0.071019024
2.4901249,0,0.0064212638
2.496125,0,-0.0039054682
2.5001249,0,-0.01693782
2.506125,0,-0.033804089
2.5101249,0,-0.024462355
2.515125,0,-0.0604017
2.5201249,0,-0.038196813
2.525125,0,-0.039852731
2.5311251,0,-0.04507909
2.535125,0,-0.051732659
2.5401249,0,-0.043776475
2.545125,0,-0.036892872
2.5506251,0,-0.012598387
2.555625,0,-0.034805037
2.561625,0,-0.02080073
2.565625,0,-0.023030842
2.571625,0,-0.023292685
2.5756249,0,-0.0045446954
2.5806251,0,0.013207726
2.5856249,0,0.020800775
2.590625,0,0.023717115
2.5966251,0,0.031703301
2.600625,0,0.0082166065
2.6056249,0,0.012019437
2.610625,0,0.033132087
2.6156249,0,0.028856717
2.6216249,0,0.041121896
2.6256249,0,0.029403903
2.630625,0,0.12278412
2.6356249,0,-0.0070883841
2.640625,0,0.011349953
2.646625,0,0.014877182
2.650625,0,-0.0034541704
2.6556251,0,-0.057903145
2.660625,0,-0.0048567988
2.6656251,0,-0.018827558
2.6716249,0,-0.039051164
2.6756251,0,-0.018698961
2.6816249,0,0.01423217
2.6851251,0,-0.028244523
2.690125,0,-0.018577022
2.6951251,0,-0.027570464
2.700125,0,-0.028941806
2.706125,0,-0.030589705
2.710125,0,-0.021923186
2.716125,0,-0.035731737
2.720125,0,-0.017013658
2.7251251,0,-0.007897431
2.7311251,0,-0.005666845
2.7351251,0,-0.00030655548
2.7411251,0,0.014138858
2.7451251,0,0.045501415
2.7501249,0,0.0093749631
2.755125,0,0.024826072
2.7601249,0,0.013760231
2.766125,0,-0.0041807108
2.7701249,0,-0.027648449
2.775125,0,0.029940395
2.7801249,0,0.012229382
2.785125,0,0.045109618
2.7911251,0,0.027899761
2.795125,0,0.033777818
2.8001249,0,0.011410084
2.805125,0,0.014941071
2.8101251,0,0.00075026264
2.8161249,0,-0.011150953
2.8201251,0,-0.045007583
2.825125,0,-4.8396025E-0005
2.8306251,0,-0.015475986
2.8356249,0,-0.0021405926
2.840625,0,-0.019445281
2.8466251,0,-0.045768123
2.850625,0,-0.016455337
2.8566251,0,-0.02936686
2.860625,0,-0.02676231
2.8651249,0,-0.019003741
2.8701251,0,-0.02711682
2.8751249,0,0.011412269
2.881125,0,0.0098973224
2.8851249,0,-0.021013558
2.891125,0,-0.027443528
2.8951249,0,-0.0067729582
2.901125,0,-0.0021555035
2.9051249,0,0.0066000824
2.910625,0,0.016361719
2.9156251,0,0.015198744
2.9216249,0,0.025546709
2.9256251,0,0.021151656
2.9316249,0,0.02317344
2.9356251,0,0.054266542
2.9416251,0,0.053117797
2.9456251,0,0.0053908331
2.9506249,0,0.028436346
2.956625,0,0.0028564327
2.9606249,0,0.010662274
2.965625,0,0.034376118
2.9706249,0,0.013531184
2.975625,0,0.017607631
2.9816251,0,0.0065150163
2.985625,0,-0.010712199
2.9916251,0,0.0320387
2.995625,0,-0.10713013
3.0006249,0,-0.0025244225
3.005625,0,-0.012172056
3.0106249,0,-0.0056831064
3.0166249,0,-0.076433085
3.0206251,0,-0.13489267
3.025625,0,0.014568124
3.031625,0,0.046413191
3.035625,0,-0.012838591
3.041625,0,-0.033220917
3.045625,0,-0.063817121
3.0506251,0,-0.073051944
3.055625,0,0.0033390101
3.0606251,0,-0.02573411
3.0666251,0,0.019157298
3.0706251,0,-0.027987193
3.0756249,0,-0.091017507
3.0806251,0,0.073943965
3.0856249,0,-0.1394413
3.091625,0,-0.073211975
3.0956249,0,0.11013936
3.101625,0,0.063992478
3.1056249,0,0.016413139
3.110625,0,0.02295805
3.1166251,0,-0.040486492
3.120625,0,0.018151926
3.1266251,0,0.049642291
3.130625,0,0.031286109
3.1356249,0,0.0030433442
3.1416249,0,-0.052673951
3.1456251,0,0.041269172
3.150625,0,-0.15903109
3.1556251,0,0.0084353099
3.160625,0,-0.016918138
3.166625,0,-0.037995089
3.170625,0,-0.015611018
3.176625,0,-0.032351926
3.180625,0,-0.014657144
3.1856251,0,-0.034600314
3.1916251,0,-0.045433912
3.1956251,0,-0.023334587
3.2006249,0,-0.1346405
3.2056251,0,0.039121289
3.2106249,0,-0.0019955626
3.216625,0,0.011356227
3.2206249,0,-0.040024702
3.226625,0,0.048521228
3.2306249,0,0.021324988
3.2351251,0,-0.024336515
3.2401249,0,-0.03676112
3.2451251,0,0.033198107
3.2511251,0,0.039197639
3.255125,0,0.016165148
3.2611251,0,0.040409736
3.265125,0,-0.030684017
3.2701249,0,0.033695526
3.275125,0,0.0080650561
3.2801249,0,-0.0010848228
3.2861249,0,-0.040271875
3.2901249,0,-0.090068519
3.295125,0,-0.00038679846
3.3001249,0,0.0098542562
3.305125,0,0.022534452
3.311125,0,-0.026905803
3.315125,0,-0.08293736
3.3201251,0,0.029413426
3.325125,0,0.011424559
3.3301251,0,0.0065585156
3.3361249,0,0.011489375
3.3401251,0,0.04597285
3.345125,0,0.01530552
3.3501251,0,0.0019946883
3.355125,0,0.0067144888
3.361125,0,-0.011182474
3.3651249,0,-0.079442702
3.3701251,0,0.022760194
3.3751249,0,-0.00044331531
3.380125,0,0.0056432653
3.3861251,0,-0.0075359005
3.390125,0,0.05638944
3.3951249,0,0.016338367
3.400125,0,-0.0059159785
3.4051249,0,-0.00062840548
3.4111249,0,-0.020497048
3.4151249,0,-0.052991066
3.4211249,0,-0.019749839
3.4251249,0,0.017086199
3.430625,0,-0.010627436
3.4356251,0,-0.049360335
3.4416251,0,-0.059900101
3.4456251,0,0.019862726
3.4516251,0,0.0099600516
3.4556251,0,-0.038027827
3.4606249,0,-0.0030006908
3.465625,0,0.00080349843
3.4706249,0,-6.9866794E-0005
3.476625,0,-0.0054281321
3.4806249,0,-0.022191539
3.485625,0,-0.071346372
3.4906249,0,0.01877285
3.495625,0,0.0144082
3.5016251,0,0.014473921
3.505625,0,0.064235121
3.5116251,0,0.24286728
3.515625,0,-0.028472347
3.5206251,0,0.029584361
3.5266249,0,-0.06840425
3.5306251,0,-0.014881119
3.535625,0,-0.056586653
3.5406251,0,-0.030215796
3.545625,0,-0.0062605068
3.551625,0,0.015535325
3.555625,0,0.0171471
3.561625,0,0.013318157
3.565625,0,-0.022984134
3.5706251,0,-0.015505848
3.5766251,0,-0.033189546
3.5806251,0,0.044554248
3.5866251,0,0.19506697
3.590625,0,-0.024935395
3.5956249,0,0.011606399
3.601625,0,-0.061543286
3.6056249,0,0.019183133
3.610625,0,-0.085579254
3.6156249,0,-0.1128972
3.620625,0,0.029866572
3.6266251,0,0.013810475
3.630625,0,-0.015995605
3.6366251,0,0.019171605
3.640625,0,0.013287045
3.6456251,0,0.013479089
3.6516249,0,0.043960065
3.6556251,0,0.026138669
3.6616249,0,-0.061325423
3.6656251,0,0.012135682
3.670625,0,0.017982053
3.676625,0,0.039778929
3.680625,0,0.0025116643
3.686625,0,-0.024554711
3.690625,0,0.05208445
3.6956251,0,-0.014810735
3.7016251,0,0.065591648
3.7056251,0,-0.036439165
3.7106249,0,0.0032491796
3.715625,0,-0.0010528181
3.7206249,0,-0.0011578086
3.726625,0,-0.0095750773
3.7306249,0,0.005654355
3.736625,0,0.036142886
3.7406249,0,-0.070427969
3.745625,0,0.0097086588
3.7516251,0,-0.025071975
3.755625,0,0.0069095339
3.7616251,0,-0.11471773
3.765625,0,0.019222207
3.7706251,0,-0.0048687421
3.7766249,0,-0.01835853
3.7806251,0,0.019176481
3.7866249,0,-0.0054042097
3.7906251,0,-0.087863006
3.795625,0,0.01001728
3.8006251,0,-0.017916491
3.805625,0,0.060468823
3.811625,0,0.084826924
3.815625,0,-0.15005788
3.8206251,0,0.017488305
3.8266251,0,-0.05640978
3.8306251,0,0.050668173
3.8366251,0,0.029655784
3.840625,0,0.020941824
3.8456249,0,0.014019908
3.850625,0,0.021107312
3.8556249,0,0.024656925
3.861625,0,0.012918654
3.8656249,0,0.082607582
3.870625,0,0.013974758
3.8756249,0,0.0084030982
3.880625,0,0.0066313571
3.8866251,0,0.016493402
3.890625,0,-0.080886588
3.8956251,0,0.0046034758
3.9016249,0,0.0039022053
3.9056251,0,-0.016950583
3.9116249,0,-0.040435109
3.9156251,0,-0.020334592
3.920625,0,-0.0039301063
3.9251249,0,-0.014698291
3.930125,0,-0.11014934
3.9351251,0,0.016197139
3.940125,0,0.05156263
3.946125,0,0.00017649913
3.950125,0,-0.080856845
3.956125,0,0.049656421
3.960125,0,0.051828999
3.9651251,0,0.0093908049
3.9711249,0,-0.0011536843
3.9751251,0,0.021440741
3.980125,0,0.15095966
3.9851251,0,-0.040601403
3.9901249,0,0.021891143
3.996125,0,0.025117086
4.0001249,0,0.055774666
4.005125,0,-0.0019132585
4.0101252,0,0.0062670284
4.0151248,0,-0.0072742314
4.0211248,0,0.011225605
4.025125,0,-0.021932632
4.0311251,0,0.05017266
4.0351248,0,-0.017664239
4.0401249,0,-0.016550129
4.0456252,0,0.029839989
4.0506248,0,-0.05031224
4.055625,0,-0.00060274132
4.061625,0,0.0078701358
4.0656252,0,-0.016339412
4.0716252,0,-0.0012479064
4.0756249,0,-0.016310465
4.0806251,0,-0.013278218
4.0866251,0,0.036594804
4.0906248,0,-0.062797733
4.0966249,0,0.31144267
4.100625,0,-0.018360971
4.105125,0,0.010275645
4.1101251,0,0.021056969
4.1151252,0,0.016446639
4.1211252,0,-0.041996296
4.1251249,0,0.025502427
4.130125,0,0.12246431
4.1351252,0,-0.10380807
4.1401248,0,-0.024767844
4.1461248,0,0.010815645
4.150125,0,0.011489628
4.1551251,0,0.11477426
4.1601248,0,-0.0010752266
4.1651249,0,0.010031452
4.1711249,0,0.018925395
4.1751251,0,0.012672765
4.1811252,0,0.012006921
4.1851249,0,0.0088803964
4.190125,0,0.019056641
4.196125,0,0.011927298
4.2001252,0,0.010737468
4.2061248,0,0.012128781
4.210125,0,0.0057778102
4.2151251,0,0.0071470872
4.2206249,0,0.070115551
4.225625,0,-0.06568455
4.2306252,0,0.1039701
4.2366252,0,0.050267298
4.2406249,0,-0.12121123
4.2466249,0,-0.042038772
4.2506251,0,-0.0088629406
4.2556248,0,-0.005594254
4.2616248,0,-0.0042260191
4.265625,0,0.00068597909
4.271625,0,-0.093638614
4.2756252,0,0.013403432
4.2806249,0,-0.012287882
4.2866249,0,0.067476816
4.2906251,0,-0.022204395
4.2956252,0,0.15547617
4.3006248,0,0.0019654173
4.305625,0,0.021149598
4.311625,0,0.037313975
4.3156252,0,0.019901503
4.3216252,0,0.02505916
4.3256249,0,0.015185758
4.3301249,0,0.0090122065
4.335125,0,-0.03045086
4.3401251,0,0.019400509
4.3461251,0,0.019502116
4.3501248,0,-0.00029911037
4.3561249,0,0.0048851483
4.3601251,0,-0.010521917
4.3651252,0,-0.017212152
4.3701248,0,-0.0065144314
4.3751249,0,-0.0052861441
4.381125,0,0.020918459
4.3851252,0,0.17907815
4.3901248,0,0.014378735
4.3951249,0,-0.033001967
4.400125,0,-0.10594865
4.4061251,0,-0.0014992707
4.4101248,0,-0.049123209
4.4151249,0,0.0021022742
4.4211249,0,0.028133327
4.4251251,0,-0.043250132
4.4311252,0,-0.018679736
4.4351249,0,-0.098161086
4.440125,0,-0.0081851669
4.446125,0,-0.0038484321
4.4501252,0,0.015296137
4.4561248,0,0.029004028
4.460125,0,0.016038755
4.4651251,0,0.02423059
4.4701252,0,0.034962196
4.475625,0,0.06968198
4.4806252,0,0.012171501
4.4866252,0,-0.002811189
4.4906249,0,0.043963995
4.4966249,0,0.057239529
4.5006251,0,0.027681675
4.5056248,0,0.021375578
4.5106249,0,0.016466931
4.515625,0,0.017876668
4.521625,0,-0.013407168
4.5256252,0,-0.0034892675
4.5306249,0,-0.0011509906
4.535625,0,-0.0023131571
4.5406251,0,-0.00016773824
4.5466251,0,-0.049864922
4.5506248,0,0.0086826524
4.5551252,0,0.0019372328
4.5601249,0,-0.016968967
4.565125,0,0.020341974
4.5701251,0,-0.026851619
4.5751252,0,-0.006649557
4.5811248,0,0.01120633
4.585125,0,0.040741082
4.5901251,0,0.0016253282
4.5951252,0,-0.0062196185
4.6001248,0,-0.006018301
4.6061249,0,-0.0067272251
4.6101251,0,-0.012707938
4.6161251,0,-0.0044814162
4.6201248,0,-0.01024597
4.6256251,0,0.00042352019
4.6306248,0,-0.000294817
4.6366248,0,0.010031675
4.640625,0,-0.0019635123
4.646625,0,0.0021705097
4.6506252,0,0.0060213716
4.6556249,0,0.0022165535
4.660625,0,0.009010016
4.6656251,0,0.0055120718
4.6716251,0,0.02702098
4.6756248,0,0.14362508
4.680625,0,-0.041386381
4.6851249,0,-0.002764029
4.690125,0,0.075039029
4.6951251,0,-0.026994361
4.7001252,0,-0.058250464
4.7061248,0,-0.024686238
4.710125,0,0.032241452
4.716125,0,0.030632373
4.7201252,0,-0.00086532033
4.7251248,0,-0.0099331466
4.7311249,0,0.035152841
4.7351251,0,-0.038876377
4.7401252,0,0.1179845
4.7451248,0,-0.032336738
4.7501249,0,-0.010393518
4.756125,0,0.020994499
4.7601252,0,0.013217452
4.7661252,0,-0.015311305
4.7701249,0,0.010300699
4.775125,0,0.0079158805
4.7811251,0,0.061236817
4.7851248,0,-0.05847799
4.7901249,0,-0.12477607
4.795125,0,0.042801473
4.8001251,0,-0.030731594
4.8061252,0,-0.0039046055
4.8101249,0,0.017520128
4.8161249,0,-0.016369483
4.8201251,0,0.0072998581
4.8251252,0,-0.0054898402
4.8301249,0,-0.0017082314
4.835125,0,0.035277355
4.841125,0,0.068937615
4.8451252,0,-0.018107822
4.8501248,0,-0.011026417
